ChangeId,FilesChanged,TotalLinesInserted,TotalLinesDeleted,LastRevisionId,HasExtension,OnlySource,OnlyDocumentation,ContainsSource
22902,2,5,16,22902,1,1,0,1
22903,2,0,0,22903,1,0,1,0
22904,2,0,0,22904,1,0,1,0
22905,5,13,3,22905,1,1,0,1
22906,5,13,3,22906,1,1,0,1
22907,5,13,3,22907,1,1,0,1
22908,1,1,1,22908,1,1,0,1
22909,1,1,1,22909,1,1,0,1
22910,1,9,1,22910,1,1,0,1
22911,1,9,1,22911,1,1,0,1
22912,1,2,60,22912,1,1,0,1
22913,1,2,60,22913,1,1,0,1
22914,1,2,60,22914,1,1,0,1
22915,1,2,60,22915,1,1,0,1
22916,1,2,60,22916,1,1,0,1
22917,1,2,60,22917,1,1,0,1
22918,1,2,60,22918,1,1,0,1
22919,3,28,26,22919,1,1,0,1
22920,4,52,5,22920,1,1,0,1
22921,4,52,5,22921,1,1,0,1
22922,1,3,3,22922,1,1,0,1
22923,1,3,3,22923,1,1,0,1
22924,16,74,41,22924,1,1,0,1
22925,16,74,41,22925,1,1,0,1
22926,3,1,6,22926,1,1,0,1
22927,3,1,6,22927,1,1,0,1
22928,3,1,6,22928,1,1,0,1
22929,3,1,6,22929,1,1,0,1
22930,3,1,6,22930,1,1,0,1
22931,3,1,5,22931,1,1,0,1
22932,2,5,5,22932,1,1,0,1
22933,2,5,5,22933,1,1,0,1
22934,1,1,1,22934,1,1,0,1
22935,1,1,1,22935,1,1,0,1
22936,1,0,11,22936,1,1,0,1
22937,1,0,11,22937,1,1,0,1
22938,1,0,11,22938,1,1,0,1
22939,1,0,11,22939,1,1,0,1
22940,1,0,11,22940,1,1,0,1
22941,1,0,11,22941,1,1,0,1
22942,1,0,11,22942,1,1,0,1
22943,5,44,12,22943,1,1,0,1
22944,5,44,12,22944,1,1,0,1
22945,5,41,10,22945,1,1,0,1
22946,5,44,12,22946,1,1,0,1
22947,5,44,12,22947,1,1,0,1
22948,5,44,12,22948,1,1,0,1
22949,5,44,12,22949,1,1,0,1
22950,5,44,12,22950,1,1,0,1
22951,1,27,1,22951,1,1,0,1
22952,1,27,1,22952,1,1,0,1
22953,33,64,115,22953,1,1,0,1
22954,33,64,115,22954,1,1,0,1
22955,50,122,330,22955,1,1,0,1
22956,50,122,330,22956,1,1,0,1
22957,21,0,0,22957,1,0,1,0
22958,21,0,0,22958,1,0,1,0
22959,9,0,2686,22959,1,1,0,1
22960,9,0,2686,22960,1,1,0,1
22961,9,0,2686,22961,1,1,0,1
22962,9,0,2686,22962,1,1,0,1
22963,9,0,2686,22963,1,1,0,1
22964,9,0,2686,22964,1,1,0,1
22965,9,0,2686,22965,1,1,0,1
22966,9,0,2686,22966,1,1,0,1
22967,9,0,2686,22967,1,1,0,1
22968,1,2,2,22968,1,1,0,1
22969,1,2,2,22969,1,1,0,1
22970,2,15,2,22970,1,1,0,1
22971,2,15,2,22971,1,1,0,1
22972,1,60,8,22972,1,0,0,0
22973,1,60,8,22973,1,0,0,0
22974,1,47,83,22974,1,0,0,0
22975,1,47,83,22975,1,0,0,0
22976,1,1,1,22976,1,1,0,1
22977,1,1,1,22977,1,1,0,1
22978,2,0,2,22978,1,1,0,1
22979,1,0,1,22979,1,1,0,1
22980,5,17,7,22980,1,1,1,1
22981,5,17,7,22981,1,1,1,1
22982,1,1,1,22982,1,1,0,1
22983,1,1,1,22983,1,1,0,1
22984,1,1,1,22984,1,1,0,1
22985,1,1,1,22985,1,1,0,1
22986,5,47,16,22986,1,1,0,1
22987,5,47,16,22987,1,1,0,1
22988,5,47,16,22988,1,1,0,1
22989,1,8,1,22989,1,1,0,1
22990,1,8,1,22990,1,1,0,1
22991,1,8,1,22991,1,1,0,1
22992,7,152,16,22992,1,1,0,1
22993,7,131,15,22993,1,1,0,1
22994,7,152,16,22994,1,1,0,1
22995,7,134,16,22995,1,1,0,1
22996,7,134,16,22996,1,1,0,1
22997,7,134,16,22997,1,1,0,1
22998,1,3,1,22998,1,1,0,1
22999,1,3,1,22999,1,1,0,1
23000,2,11,9,23000,1,1,0,1
23001,2,11,9,23001,1,1,0,1
23002,2,11,9,23002,1,1,0,1
23003,1,13,4,23003,1,1,0,1
23004,1,13,4,23004,1,1,0,1
23005,1,4,3,23005,1,1,0,1
23006,1,4,3,23006,1,1,0,1
23007,1,4,3,23007,1,1,0,1
23008,1,3,1,23008,1,1,0,1
23009,1,3,1,23009,1,1,0,1
23010,4,50,1,23010,1,1,0,1
23011,4,50,1,23011,1,1,0,1
23012,4,50,1,23012,1,1,0,1
23013,4,50,1,23013,1,1,0,1
23014,4,50,1,23014,1,1,0,1
23015,4,50,1,23015,1,1,0,1
23016,1,25,1,23016,1,1,0,1
23017,4,50,1,23017,1,1,0,1
23018,2,11,9,23018,1,1,0,1
23019,2,11,9,23019,1,1,0,1
23020,2,11,9,23020,1,1,0,1
23021,2,11,9,23021,1,1,0,1
23022,4,10,16,23022,1,1,0,1
23023,4,10,16,23023,1,1,0,1
23024,2,13,2,23024,1,1,0,1
23025,2,13,2,23025,1,1,0,1
23026,2,30,3,23026,1,1,0,1
23027,2,30,3,23027,1,1,0,1
23028,2,30,3,23028,1,1,0,1
23029,1,0,4,23029,1,1,0,1
23030,1,0,4,23030,1,1,0,1
23031,1,2,2,23031,1,0,0,0
23032,1,2,2,23032,1,0,0,0
23033,1,2,2,23033,1,0,0,0
23034,2,5,16,23034,1,1,0,1
23035,2,5,16,23035,1,1,0,1
23036,1,8,5,23036,1,1,0,1
23037,1,8,5,23037,1,1,0,1
23038,1,8,5,23038,1,1,0,1
23039,1,8,5,23039,1,1,0,1
23040,1,8,5,23040,1,1,0,1
23041,3,11,23,23041,1,1,1,1
23042,3,11,23,23042,1,1,1,1
23043,3,10,23,23043,1,1,1,1
23044,1,15,6,23044,1,1,0,1
23045,1,15,6,23045,1,1,0,1
23046,4,111,1,23046,1,1,0,1
23047,4,111,1,23047,1,1,0,1
23048,3,60,0,23048,1,1,0,1
23049,4,111,1,23049,1,1,0,1
23050,3,60,0,23050,1,1,0,1
23051,3,3,3,23051,1,1,0,1
23052,3,3,3,23052,1,1,0,1
23053,2,5,16,23053,1,1,0,1
23054,2,5,16,23054,1,1,0,1
23055,2,3,12,23055,1,1,0,1
23056,2,5,15,23056,1,1,0,1
23057,2,5,16,23057,1,1,0,1
23058,1,15,6,23058,1,1,0,1
23059,1,15,6,23059,1,1,0,1
23060,9,25,10,23060,1,1,1,1
23061,9,25,10,23061,1,1,1,1
23062,7,31,18,23062,1,1,0,1
23063,7,31,18,23063,1,1,0,1
23064,2,10,2,23064,1,1,0,1
23065,2,10,1,23065,1,1,0,1
23066,2,10,2,23066,1,1,0,1
23067,1,1,1,23067,1,1,0,1
23068,1,1,1,23068,1,1,0,1
23069,1,5,3,23069,1,1,0,1
23070,1,5,3,23070,1,1,0,1
23071,1,15,6,23071,1,1,0,1
23072,1,15,6,23072,1,1,0,1
23073,1,15,6,23073,1,1,0,1
23074,15,0,113,23074,1,1,0,1
23075,15,0,113,23075,1,1,0,1
23076,1,1,1,23076,1,1,0,1
23077,1,1,1,23077,1,1,0,1
23078,1,2,2,23078,1,0,0,0
23079,1,2,2,23079,1,0,0,0
23080,1,0,11,23080,1,1,0,1
23081,1,0,11,23081,1,1,0,1
23082,1,3,3,23082,1,1,0,1
23083,1,3,3,23083,1,1,0,1
23084,3,113,19,23084,1,1,0,1
23085,3,113,19,23085,1,1,0,1
23086,2,3,5,23086,1,1,0,1
23087,2,3,5,23087,1,1,0,1
23088,1,158,148,23088,1,1,0,1
23089,1,158,148,23089,1,1,0,1
23090,1,152,153,23090,1,1,0,1
23091,1,152,153,23091,1,1,0,1
23092,4,66,7,23092,1,1,0,1
23093,4,66,7,23093,1,1,0,1
23094,4,51,44,23094,1,1,0,1
23095,4,51,44,23095,1,1,0,1
23096,1,50,88,23096,1,1,0,1
23097,1,50,88,23097,1,1,0,1
23098,3,246,211,23098,1,1,0,1
23099,3,246,211,23099,1,1,0,1
23100,2,32,11,23100,1,1,0,1
23101,2,32,11,23101,1,1,0,1
23102,1,2,0,23102,1,1,0,1
23103,1,2,0,23103,1,1,0,1
23104,1,2,0,23104,1,0,0,0
23105,1,2,0,23105,1,0,0,0
23106,1,2,0,23106,1,0,0,0
23107,11,37,68,23107,1,1,0,1
23108,11,37,68,23108,1,1,0,1
23109,11,37,68,23109,1,1,0,1
23110,11,37,68,23110,1,1,0,1
23111,27,92,106,23111,1,1,0,1
23112,27,92,106,23112,1,1,0,1
23113,27,92,104,23113,1,1,0,1
23114,27,92,104,23114,1,1,0,1
23115,1,21,24,23115,1,1,0,1
23116,1,21,24,23116,1,1,0,1
23117,1,21,24,23117,1,1,0,1
23118,1,21,24,23118,1,1,0,1
23119,12,42,53,23119,1,1,0,1
23120,12,42,53,23120,1,1,0,1
23121,12,40,50,23121,1,1,0,1
23122,2,58,82,23122,1,1,0,1
23123,2,58,82,23123,1,1,0,1
23124,32,660,600,23124,1,1,0,1
23125,32,660,600,23125,1,1,0,1
23126,2,18,8,23126,1,1,0,1
23127,2,18,8,23127,1,1,0,1
23128,3,32,30,23128,1,1,0,1
23129,3,32,30,23129,1,1,0,1
23130,3,23,23,23130,1,1,0,1
23131,3,23,23,23131,1,1,0,1
23132,3,66,66,23132,1,1,0,1
23133,3,66,66,23133,1,1,0,1
23134,11,436,490,23134,1,0,1,0
23135,11,436,490,23135,1,0,1,0
23136,3,16,49,23136,1,1,0,1
23137,3,16,49,23137,1,1,0,1
23138,2,0,0,23138,1,0,1,0
23139,2,0,0,23139,1,0,1,0
23140,2,0,0,23140,1,0,1,0
23141,5,72,38,23141,1,1,0,1
23142,5,73,37,23142,1,1,0,1
23143,5,72,38,23143,1,1,0,1
23144,4,72,37,23144,1,1,0,1
23145,2,1,1,23145,1,1,0,1
23146,2,1,1,23146,1,1,0,1
23147,2,1,1,23147,1,1,0,1
23148,2,1,1,23148,1,1,0,1
23149,2,1,1,23149,1,1,0,1
23150,2,1,1,23150,1,1,0,1
23151,2,1,1,23151,1,1,0,1
23152,2,1,1,23152,1,1,0,1
23153,7,106,62,23153,1,1,0,1
23154,6,105,62,23154,1,1,0,1
23155,3,103,60,23155,1,1,0,1
23156,8,107,62,23156,1,1,0,1
23157,8,107,62,23157,1,1,0,1
23158,1,2,0,23158,1,1,0,1
23159,1,2,0,23159,1,1,0,1
23160,2,2,2,23160,1,1,0,1
23161,2,2,2,23161,1,1,0,1
23162,1,3,3,23162,1,1,0,1
23163,1,3,3,23163,1,1,0,1
23164,1,3,3,23164,1,1,0,1
23165,1,3,3,23165,1,1,0,1
23166,3,6,30,23166,1,1,1,1
23167,3,6,30,23167,1,1,1,1
23168,3,6,30,23168,1,1,1,1
23169,3,7,1,23169,1,1,1,1
23170,3,7,1,23170,1,1,1,1
23171,1,3,3,23171,1,1,0,1
23172,1,3,3,23172,1,1,0,1
23173,4,30,2,23173,1,1,0,1
23174,2,20,2,23174,1,1,0,1
23175,2,20,2,23175,1,1,0,1
23176,4,30,2,23176,1,1,0,1
23177,4,30,2,23177,1,1,0,1
23178,4,30,2,23178,1,1,0,1
23179,4,30,2,23179,1,1,0,1
23180,1,1,1,23180,1,1,0,1
23181,1,1,1,23181,1,1,0,1
23182,1,1,1,23182,1,1,0,1
23183,1,2,0,23183,1,1,0,1
23184,1,2,0,23184,1,1,0,1
23185,1,7,14,23185,1,1,0,1
23186,1,7,14,23186,1,1,0,1
23187,1,7,14,23187,1,1,0,1
23188,1,5,13,23188,1,1,0,1
23189,3,42,1,23189,1,1,0,1
23190,3,43,1,23190,1,1,0,1
23191,3,43,1,23191,1,1,0,1
23192,3,43,1,23192,1,1,0,1
23193,3,42,1,23193,1,1,0,1
23194,3,43,1,23194,1,1,0,1
23195,1,6,6,23195,1,1,0,1
23196,1,6,6,23196,1,1,0,1
23197,1,1,11,23197,1,1,0,1
23198,1,2,6,23198,1,1,0,1
23199,1,1,11,23199,1,1,0,1
23200,1,3,7,23200,1,1,0,1
23201,2,25,8,23201,1,1,0,1
23202,2,27,8,23202,1,1,0,1
23203,2,27,8,23203,1,1,0,1
23204,2,27,8,23204,1,1,0,1
23205,2,27,8,23205,1,1,0,1
23206,1,0,2,23206,1,1,0,1
23207,1,0,2,23207,1,1,0,1
23208,3,7,1,23208,1,1,1,1
23209,3,7,1,23209,1,1,1,1
23210,6,138,16,23210,1,1,0,1
23211,6,138,16,23211,1,1,0,1
23212,3,22,1,23212,1,1,1,1
23213,3,22,1,23213,1,1,1,1
23214,1,1,1,23214,1,1,0,1
23215,1,1,1,23215,1,1,0,1
23216,1,6,6,23216,1,1,0,1
23217,1,6,7,23217,1,1,0,1
23218,1,6,7,23218,1,1,0,1
23219,1,6,6,23219,1,1,0,1
23220,2,63,4,23220,1,1,0,1
23221,2,30,3,23221,1,1,0,1
23222,2,30,3,23222,1,1,0,1
23223,1,2,0,23223,1,1,0,1
23224,1,8,5,23224,1,1,0,1
23225,1,2,0,23225,1,1,0,1
23226,2,9,5,23226,1,1,0,1
23227,1,8,5,23227,1,1,0,1
23228,1,4,6,23228,1,1,0,1
23229,1,4,6,23229,1,1,0,1
23230,11,150,29,23230,1,1,0,1
23231,11,150,29,23231,1,1,0,1
23232,1,1,1,23232,1,1,0,1
23233,1,1,1,23233,1,1,0,1
23234,1,2,0,23234,1,1,0,1
23235,1,2,0,23235,1,1,0,1
23236,1,90,97,23236,1,1,0,1
23237,1,90,97,23237,1,1,0,1
23238,1,4,0,23238,1,1,0,1
23239,1,4,0,23239,1,1,0,1
23240,1,6,8,23240,1,1,0,1
23241,1,6,8,23241,1,1,0,1
23242,1,3,3,23242,1,1,0,1
23243,1,3,3,23243,1,1,0,1
23244,1,3,3,23244,1,1,0,1
23245,1,3,3,23245,1,1,0,1
23246,3,42,6,23246,1,1,0,1
23247,3,42,6,23247,1,1,0,1
23248,1,7,0,23248,1,1,0,1
23249,1,7,0,23249,1,1,0,1
23250,2,12,12,23250,1,1,0,1
23251,2,12,12,23251,1,1,0,1
23252,1,1,1,23252,1,1,0,1
23253,1,1,1,23253,1,1,0,1
23254,1,2,2,23254,1,1,0,1
23255,1,2,2,23255,1,1,0,1
23256,1,12,1,23256,1,1,0,1
23257,1,12,1,23257,1,1,0,1
23258,1,18,6,23258,1,1,0,1
23259,1,18,6,23259,1,1,0,1
23260,3,40,16,23260,1,1,0,1
23261,3,40,16,23261,1,1,0,1
23262,1,4,3,23262,1,1,0,1
23263,1,4,3,23263,1,1,0,1
23264,3,60,1,23264,1,1,0,1
23265,3,60,1,23265,1,1,0,1
23266,2,100,4,23266,1,1,0,1
23267,2,100,4,23267,1,1,0,1
23268,6,264,0,23268,1,0,0,0
23269,6,264,0,23269,1,0,0,0
23270,1,90,64,23270,1,1,0,1
23271,1,82,51,23271,1,1,0,1
23272,1,90,64,23272,1,1,0,1
23273,1,24,4,23273,1,1,0,1
23274,1,82,51,23274,1,1,0,1
23275,1,82,51,23275,1,1,0,1
23276,1,24,4,23276,1,1,0,1
23277,1,25,5,23277,1,1,0,1
23278,1,25,5,23278,1,1,0,1
23279,1,25,5,23279,1,1,0,1
23280,1,22,5,23280,1,1,0,1
23281,1,25,5,23281,1,1,0,1
23282,1,30,5,23282,1,1,0,1
23283,1,18,7,23283,1,1,0,1
23284,1,3,3,23284,1,1,0,1
23285,1,4,4,23285,1,1,0,1
23286,1,4,4,23286,1,1,0,1
23287,34,35,43,23287,1,1,0,1
23288,34,35,43,23288,1,1,0,1
23289,34,35,43,23289,1,1,0,1
23290,34,35,43,23290,1,1,0,1
23291,4,28,9,23291,1,1,0,1
23292,4,28,9,23292,1,1,0,1
23293,33,43,43,23293,1,1,0,1
23294,33,43,43,23294,1,1,0,1
23295,33,43,43,23295,1,1,0,1
23296,11,13,13,23296,1,1,0,1
23297,11,13,13,23297,1,1,0,1
23298,11,13,13,23298,1,1,0,1
23299,2,1,1,23299,1,1,0,1
23300,2,1,1,23300,1,1,0,1
23301,3,49,34,23301,1,1,0,1
23302,3,49,34,23302,1,1,0,1
23303,3,49,34,23303,1,1,0,1
23304,2,8,2,23304,0,1,1,1
23305,2,8,2,23305,0,1,1,1
23306,2,8,2,23306,0,1,1,1
23307,1,6,0,23307,1,1,0,1
23308,1,6,0,23308,1,1,0,1
23309,1,6,0,23309,1,1,0,1
23310,2,15,7,23310,1,1,0,1
23311,2,15,7,23311,1,1,0,1
23312,2,15,7,23312,1,1,0,1
23313,2,17,17,23313,1,1,0,1
23314,2,17,17,23314,1,1,0,1
23315,2,17,17,23315,1,1,0,1
23316,1,11,4,23316,1,1,0,1
23317,1,11,4,23317,1,1,0,1
23318,1,11,4,23318,1,1,0,1
23319,3,27,10,23319,1,1,0,1
23320,3,27,10,23320,1,1,0,1
23321,3,27,10,23321,1,1,0,1
23322,5,97,75,23322,1,1,0,1
23323,5,97,75,23323,1,1,0,1
23324,5,97,75,23324,1,1,0,1
23325,7,53,62,23325,1,1,0,1
23326,7,53,62,23326,1,1,0,1
23327,7,53,62,23327,1,1,0,1
23328,2,2,6,23328,1,1,0,1
23329,2,2,6,23329,1,1,0,1
23330,2,2,6,23330,1,1,0,1
23331,1,2,2,23331,1,1,0,1
23332,1,2,2,23332,1,1,0,1
23333,1,2,2,23333,1,1,0,1
23334,1,15,24,23334,1,1,0,1
23335,1,15,24,23335,1,1,0,1
23336,1,15,24,23336,1,1,0,1
23337,3,52,41,23337,1,1,0,1
23338,3,52,41,23338,1,1,0,1
23339,3,52,41,23339,1,1,0,1
23340,3,7,6,23340,1,1,0,1
23341,3,7,6,23341,1,1,0,1
23342,3,7,6,23342,1,1,0,1
23343,3,63,62,23343,1,1,0,1
23344,3,63,62,23344,1,1,0,1
23345,3,63,62,23345,1,1,0,1
23346,2,9,10,23346,1,1,0,1
23347,2,9,10,23347,1,1,0,1
23348,2,9,10,23348,1,1,0,1
23349,2,9,10,23349,1,1,0,1
23350,3,81,38,23350,1,1,0,1
23351,3,81,38,23351,1,1,0,1
23352,3,81,38,23352,1,1,0,1
23353,2,76,64,23353,1,1,0,1
23354,2,76,64,23354,1,1,0,1
23355,3,44,52,23355,1,1,0,1
23356,3,44,52,23356,1,1,0,1
23357,12,96,61,23357,1,1,0,1
23358,12,96,61,23358,1,1,0,1
23359,11,59,43,23359,1,1,0,1
23360,11,57,53,23360,1,1,0,1
23361,14,12,12,23361,1,1,0,1
23362,14,12,12,23362,1,1,0,1
23363,6,5,5,23363,1,1,0,1
23364,6,5,5,23364,1,1,0,1
23365,2,1,1,23365,1,1,0,1
23366,2,1,1,23366,1,1,0,1
23367,922,1171,1171,23367,1,1,1,1
23368,922,1171,1171,23368,1,1,1,1
23369,922,1171,1171,23369,1,1,1,1
23370,925,1162,1162,23370,1,1,1,1
23371,922,1171,1171,23371,1,1,1,1
23372,19,163,163,23372,1,1,0,1
23373,19,163,163,23373,1,1,0,1
23374,31,79,79,23374,1,1,0,1
23375,33,88,88,23375,1,1,0,1
23376,34,90,90,23376,1,1,0,1
23377,32,83,83,23377,1,1,0,1
23378,34,90,90,23378,1,1,0,1
23379,1,25,0,23379,1,1,0,1
23380,1,25,0,23380,1,1,0,1
23381,2,9,9,23381,1,1,0,1
23382,2,9,9,23382,1,1,0,1
23383,4,36,36,23383,1,1,0,1
23384,4,36,36,23384,1,1,0,1
23385,4,42,42,23385,1,1,0,1
23386,4,42,42,23386,1,1,0,1
23387,4,26,26,23387,1,1,0,1
23388,4,26,26,23388,1,1,0,1
23389,1,8,16,23389,1,1,0,1
23390,1,8,16,23390,1,1,0,1
23391,1,8,16,23391,1,1,0,1
23392,2,32,58,23392,1,1,0,1
23393,2,32,58,23393,1,1,0,1
23394,2,34,56,23394,1,1,0,1
23395,1,12,1,23395,1,1,0,1
23396,1,12,1,23396,1,1,0,1
23397,2,16,4,23397,1,1,0,1
23398,2,16,4,23398,1,1,0,1
23399,2,7,16,23399,1,1,0,1
23400,2,7,16,23400,1,1,0,1
23401,1,12,21,23401,1,1,0,1
23402,1,12,21,23402,1,1,0,1
23403,6,5,5,23403,1,1,0,1
23404,6,5,5,23404,1,1,0,1
23405,6,5,5,23405,1,1,0,1
23406,2,7,7,23406,1,1,0,1
23407,2,7,7,23407,1,1,0,1
23408,2,7,7,23408,1,1,0,1
23409,2,7,7,23409,1,1,0,1
23410,5,12,12,23410,1,1,0,1
23411,5,12,12,23411,1,1,0,1
23412,5,12,12,23412,1,1,0,1
23413,4,40,25,23413,1,1,0,1
23414,4,40,25,23414,1,1,0,1
23415,1,63,35,23415,1,1,0,1
23416,1,63,35,23416,1,1,0,1
23417,1,0,34,23417,1,1,0,1
23418,1,0,34,23418,1,1,0,1
23419,1,8,8,23419,1,0,0,0
23420,1,8,8,23420,1,0,0,0
23421,47,356,345,23421,1,1,0,1
23422,47,356,345,23422,1,1,0,1
23423,3,16,1,23423,1,1,1,1
23424,3,15,2,23424,1,1,1,1
23425,3,15,2,23425,1,1,1,1
23426,3,15,2,23426,1,1,1,1
23427,3,15,2,23427,1,1,1,1
23428,3,15,1,23428,1,1,1,1
23429,3,15,1,23429,1,1,1,1
23430,3,16,1,23430,1,1,1,1
23431,3,15,2,23431,1,1,1,1
23432,3,15,1,23432,1,1,1,1
23433,3,15,1,23433,1,1,1,1
23434,3,16,1,23434,1,1,1,1
23435,1,0,2,23435,1,1,0,1
23436,1,0,2,23436,1,1,0,1
23437,1,0,2,23437,1,1,0,1
23438,1,0,2,23438,1,1,0,1
23439,1,0,2,23439,1,1,0,1
23440,1,0,2,23440,1,1,0,1
23441,3,22,1,23441,1,1,1,1
23442,3,22,1,23442,1,1,1,1
23443,3,22,1,23443,1,1,1,1
23444,1,4,0,23444,1,0,0,0
23445,1,4,0,23445,1,0,0,0
23446,50,64,67,23446,1,1,0,1
23447,50,64,67,23447,1,1,0,1
23448,1,8,12,23448,1,1,0,1
23449,1,8,12,23449,1,1,0,1
23450,1,2,2,23450,1,1,0,1
23451,1,2,2,23451,1,1,0,1
23452,1,2,4,23452,1,1,0,1
23453,1,2,4,23453,1,1,0,1
23454,1,2,4,23454,1,1,0,1
23455,3,30,0,23455,1,1,0,1
23456,3,30,0,23456,1,1,0,1
23457,3,30,0,23457,1,1,0,1
23458,14,27,24,23458,1,1,0,1
23459,14,27,24,23459,1,1,0,1
23460,5,246,56,23460,1,1,1,1
23461,5,246,56,23461,1,1,1,1
23462,5,246,56,23462,1,1,1,1
23463,5,246,56,23463,1,1,1,1
23464,5,246,56,23464,1,1,1,1
23465,1,2,5,23465,1,1,0,1
23466,1,2,5,23466,1,1,0,1
23467,1,2,5,23467,1,1,0,1
23468,1,7,10,23468,1,1,0,1
23469,1,7,10,23469,1,1,0,1
23470,1,7,10,23470,1,1,0,1
23471,2,3,3,23471,1,1,0,1
23472,2,3,3,23472,1,1,0,1
23473,1,10,17,23473,1,1,0,1
23474,1,10,17,23474,1,1,0,1
23475,1,10,17,23475,1,1,0,1
23476,2,22,10,23476,1,1,0,1
23477,2,22,10,23477,1,1,0,1
23478,1,2,4,23478,1,1,0,1
23479,1,2,4,23479,1,1,0,1
23480,1,3,7,23480,1,1,0,1
23481,1,3,7,23481,1,1,0,1
23482,1,3,7,23482,1,1,0,1
23483,1,7,1,23483,1,1,0,1
23484,1,7,1,23484,1,1,0,1
23485,1,2,1,23485,1,1,0,1
23486,1,2,1,23486,1,1,0,1
23487,3,12,3,23487,1,1,0,1
23488,3,12,3,23488,1,1,0,1
23489,3,12,3,23489,1,1,0,1
23490,3,12,3,23490,1,1,0,1
23491,3,12,3,23491,1,1,0,1
23492,3,12,3,23492,1,1,0,1
23493,3,12,3,23493,1,1,0,1
23494,1,11,0,23494,1,1,0,1
23495,1,11,0,23495,1,1,0,1
23496,1,2,0,23496,1,1,0,1
23497,6,36,9,23497,1,1,0,1
23498,6,36,9,23498,1,1,0,1
23499,1,1,1,23499,0,0,0,0
23500,1,1,1,23500,0,0,0,0
23501,1,2,1,23501,1,1,0,1
23502,1,2,1,23502,1,1,0,1
23503,1,2,1,23503,1,1,0,1
23504,1,2,1,23504,1,1,0,1
23505,1,1,1,23505,1,1,0,1
23506,1,1,1,23506,1,1,0,1
23507,1,1,1,23507,1,1,0,1
23508,1,1,1,23508,1,1,0,1
23509,2,13,2,23509,1,1,0,1
23510,2,13,2,23510,1,1,0,1
23511,2,13,2,23511,1,1,0,1
23512,1,8,3,23512,1,1,0,1
23513,1,8,3,23513,1,1,0,1
23514,1,8,3,23514,1,1,0,1
23515,1,21,5,23515,1,1,0,1
23516,1,21,5,23516,1,1,0,1
23517,1,21,5,23517,1,1,0,1
23518,1,21,5,23518,1,1,0,1
23519,1,21,5,23519,1,1,0,1
23520,1,2,4,23520,1,1,0,1
23521,1,2,4,23521,1,1,0,1
23522,1,2,4,23522,1,1,0,1
23523,1,2,4,23523,1,1,0,1
23524,1,2,4,23524,1,1,0,1
23525,1,2,4,23525,1,1,0,1
23526,1,1,5,23526,1,1,0,1
23527,1,1,5,23527,1,1,0,1
23528,1,4,4,23528,1,1,0,1
23529,1,4,4,23529,1,1,0,1
23530,1,36,17,23530,1,1,0,1
23531,1,36,17,23531,1,1,0,1
23532,1,36,17,23532,1,1,0,1
23533,1,36,17,23533,1,1,0,1
23534,2,45,8,23534,1,1,0,1
23535,2,45,8,23535,1,1,0,1
23536,3,51,9,23536,1,1,0,1
23537,4,49,13,23537,1,1,0,1
23538,4,49,13,23538,1,1,0,1
23539,4,49,13,23539,1,1,0,1
23540,1,2,1,23540,1,1,0,1
23541,1,2,1,23541,1,1,0,1
23542,1,22,2,23542,1,1,0,1
23543,1,22,2,23543,1,1,0,1
23544,1,3,5,23544,1,1,0,1
23545,1,3,5,23545,1,1,0,1
23546,3,15,15,23546,1,1,0,1
23547,2,3,3,23547,1,1,0,1
23548,3,15,15,23548,1,1,0,1
23549,3,5,5,23549,1,1,0,1
23550,1,8,8,23550,1,0,0,0
23551,1,8,8,23551,1,0,0,0
23552,49,76,73,23552,1,1,0,1
23553,49,76,73,23553,1,1,0,1
23554,50,79,76,23554,1,1,0,1
23555,49,75,74,23555,1,1,0,1
23556,3,649,79,23556,1,0,0,0
23557,3,649,79,23557,1,0,0,0
23558,3,649,79,23558,1,0,0,0
23559,3,649,79,23559,1,0,0,0
23560,3,63,58,23560,1,1,0,1
23561,3,63,58,23561,1,1,0,1
23562,1,4,0,23562,1,1,0,1
23563,1,4,0,23563,1,1,0,1
23564,1,4,0,23564,1,1,0,1
23565,4,13,13,23565,1,1,0,1
23566,4,13,13,23566,1,1,0,1
23567,4,13,13,23567,1,1,0,1
23568,1,6,0,23568,1,1,0,1
23569,1,6,0,23569,1,1,0,1
23570,1,6,0,23570,1,1,0,1
23571,1,6,0,23571,1,1,0,1
23572,2,44,43,23572,1,1,0,1
23573,2,44,43,23573,1,1,0,1
23574,13,26,18,23574,1,1,0,1
23575,13,26,18,23575,1,1,0,1
23576,2,50,7,23576,1,1,0,1
23577,2,50,7,23577,1,1,0,1
23578,2,50,7,23578,1,1,0,1
23579,8,29,29,23579,1,1,0,1
23580,8,29,29,23580,1,1,0,1
23581,8,17,17,23581,1,1,0,1
23582,8,29,29,23582,1,1,0,1
23583,8,29,29,23583,1,1,0,1
23584,1,10,5,23584,1,1,0,1
23585,1,10,5,23585,1,1,0,1
23586,1,10,5,23586,1,1,0,1
23587,1,1,1,23587,1,1,0,1
23588,1,1,1,23588,1,1,0,1
23589,1,2,2,23589,1,1,0,1
23590,1,2,2,23590,1,1,0,1
23591,1,1,1,23591,0,0,0,0
23592,1,1,1,23592,0,0,0,0
23593,2,9,0,23593,1,1,0,1
23594,2,9,0,23594,1,1,0,1
23595,1,26,25,23595,1,0,0,0
23596,1,26,25,23596,1,0,0,0
